BOROUGH,ZIPCODE,IS_CRITICAL,GRADE,LESS_THAN_A
Brooklyn,11226,Y,A,N
Manhattan,10018,N,A,N
Brooklyn,11207,N,C,Y
Bronx,10458,N,A,N
Queens,11366,Y,A,N
Bronx,10458,N,A,N
Manhattan,10028,Y,B,Y
Manhattan,10013,Y,A,N
Brooklyn,11217,Y,A,N
Manhattan,10002,Y,B,Y
Brooklyn,11215,N,A,N
Manhattan,10016,N,A,N
Bronx,10475,N,A,N
Manhattan,10036,Y,A,N
Queens,11369,Y,A,N
Brooklyn,11234,N,A,N
Brooklyn,11225,Y,B,Y
Manhattan,10036,Y,B,Y
Manhattan,10036,N,A,N
Queens,11103,N,A,N
Manhattan,10027,Y,A,N
Manhattan,10036,Y,A,N
Queens,11422,Y,A,N
Bronx,10458,N,C,Y
Manhattan,10002,Y,B,Y
Manhattan,10001,N,A,N
Manhattan,10018,Y,A,N
Queens,11361,Y,A,N
Manhattan,10028,N,A,N
Manhattan,10036,Y,A,N
Manhattan,10013,N,A,N
Manhattan,10025,N,A,N
Manhattan,10011,Y,A,N
Manhattan,10035,Y,B,Y
Bronx,,Y,A,N
Manhattan,10001,Y,B,Y
Manhattan,10065,Y,A,N
Manhattan,10013,Y,A,N
Queens,11369,N,A,N
Bronx,10462,N,A,N
Brooklyn,11215,Y,A,N
Manhattan,10128,N,B,Y
Manhattan,10002,Y,A,N
Manhattan,10036,Y,A,N
Queens,11373,Y,A,N
Staten Island,10314,Y,A,N
Staten Island,10306,N,A,N
Manhattan,10013,Y,A,N
Queens,11356,Y,A,N
Brooklyn,11212,Y,B,Y
Manhattan,10012,N,A,N
Manhattan,10024,N,A,N
Manhattan,10019,N,A,N
Brooklyn,11237,N,A,N
Manhattan,10025,N,C,Y
Queens,11422,Y,A,N
Staten Island,10303,Y,B,Y
Bronx,10467,Y,A,N
Manhattan,10065,N,A,N
Queens,11362,Y,C,Y
Queens,11354,N,C,Y
Manhattan,10014,Y,B,Y
Queens,11368,Y,C,Y
Manhattan,10022,Y,A,N
Staten Island,10302,Y,A,N
Manhattan,10013,Y,B,Y
Queens,11361,Y,A,N
Manhattan,10034,Y,A,N
Staten Island,10301,Y,A,N
Queens,11364,Y,A,N
Manhattan,10025,Y,A,N
Brooklyn,11223,N,A,N
Queens,11357,Y,A,N
Bronx,10470,Y,A,N
Queens,11357,Y,A,N
Brooklyn,11206,N,A,N
Queens,11430,Y,A,N
Queens,11368,Y,B,Y
Brooklyn,11201,Y,A,N
Manhattan,10019,Y,A,N
Manhattan,10036,N,A,N
Brooklyn,11238,N,A,N
Manhattan,10001,N,A,N
Queens,11361,N,A,N
Manhattan,10009,Y,A,N
Queens,11422,N,A,N
Bronx,10451,N,A,N
Brooklyn,11206,N,A,N
Brooklyn,11238,Y,A,N
Queens,11413,N,A,N
Manhattan,10282,N,A,N
Manhattan,10003,N,A,N
Manhattan,10036,Y,C,Y
Brooklyn,11236,Y,C,Y
Brooklyn,11211,Y,A,N
Manhattan,10002,N,A,N
Queens,11372,N,A,N
Manhattan,10026,Y,A,N
Manhattan,10039,N,A,N
Queens,11378,Y,B,Y
Manhattan,10028,N,A,N
Manhattan,10022,Y,A,N
Manhattan,10048,Y,A,N
Brooklyn,11232,N,A,N
Manhattan,10012,Y,A,N
Brooklyn,11238,Y,A,N
Bronx,10463,Y,A,N
Staten Island,10312,N,A,N
Brooklyn,11232,N,A,N
Manhattan,10032,N,B,Y
Manhattan,10010,Y,A,N
Queens,11417,Y,A,N
Manhattan,10004,N,A,N
Manhattan,10007,N,A,N
Bronx,10460,N,A,N
Queens,11106,N,A,N
Manhattan,10123,N,A,N
Queens,11103,Y,A,N
Brooklyn,11233,Y,A,N
Manhattan,10003,N,A,N
Brooklyn,11218,Y,A,N
Queens,11358,N,A,N
Queens,11372,N,A,N
Queens,11385,Y,A,N
Bronx,10467,N,A,N
Queens,11373,N,B,Y
Staten Island,10312,N,A,N
Queens,11106,Y,A,N
Manhattan,10103,N,A,N
Bronx,10453,N,A,N
Bronx,,Y,A,N
Brooklyn,11229,Y,B,Y
Bronx,10461,N,B,Y
Bronx,10467,Y,A,N
Queens,11103,Y,A,N
Manhattan,10014,Y,A,N
Bronx,10456,Y,C,Y
Queens,11368,N,A,N
Brooklyn,11203,Y,A,N
Brooklyn,11235,Y,A,N
Manhattan,10031,Y,A,N
Manhattan,10003,N,A,N
Bronx,10465,Y,A,N
Manhattan,10019,N,A,N
Queens,11435,N,A,N
Brooklyn,11203,N,A,N
Bronx,10451,Y,A,N
Bronx,10453,Y,A,N
Queens,11103,N,A,N
Manhattan,10002,N,A,N
Queens,11104,Y,A,N
Manhattan,10001,N,A,N
Brooklyn,11221,N,A,N
Brooklyn,11206,N,A,N
Staten Island,10314,N,A,N
Manhattan,10018,N,A,N
Bronx,10472,Y,A,N
Manhattan,10004,Y,A,N
Manhattan,10011,N,A,N
Brooklyn,11209,N,A,N
Manhattan,10009,N,A,N
Queens,11103,N,B,Y
Queens,11430,Y,A,N
Queens,11354,Y,A,N
Brooklyn,11219,N,A,N
Manhattan,10002,Y,A,N
Brooklyn,11201,N,A,N
Brooklyn,11204,Y,C,Y
Queens,,N,A,N
Brooklyn,11207,Y,A,N
Queens,11101,N,A,N
Bronx,10458,N,A,N
Queens,11361,Y,A,N
Staten Island,10304,N,A,N
Queens,11421,Y,A,N
Queens,11377,N,A,N
Queens,11421,Y,A,N
Manhattan,10017,N,A,N
Staten Island,10314,,A,N
Bronx,10453,Y,A,N
Queens,11369,N,A,N
Manhattan,10033,N,A,N
Staten Island,10310,N,B,Y
Queens,11368,Y,A,N
Queens,11368,Y,A,N
Queens,11377,N,A,N
Manhattan,10019,Y,A,N
Staten Island,10302,Y,A,N
Queens,11373,Y,A,N
Queens,11421,N,A,N
Manhattan,10004,N,A,N
Manhattan,10029,Y,A,N
Queens,11358,Y,B,Y
Manhattan,10036,N,A,N
Brooklyn,11201,Y,C,Y
Manhattan,10025,Y,A,N
Queens,11377,N,A,N
Brooklyn,11206,N,B,Y
Queens,11432,N,C,Y
Manhattan,10014,Y,A,N
Manhattan,10023,Y,A,N
Manhattan,10016,N,A,N
Manhattan,10011,N,A,N
Bronx,10470,N,A,N
Manhattan,10019,N,A,N
Bronx,10464,N,A,N
Manhattan,10001,Y,B,Y
Manhattan,10010,Y,C,Y
Manhattan,10011,N,A,N
Brooklyn,11217,N,A,N
Manhattan,10014,N,A,N
Brooklyn,11236,N,B,Y
Queens,11372,Y,A,N
Manhattan,10033,N,A,N
Brooklyn,11226,N,A,N
Brooklyn,11206,N,A,N
Bronx,10463,N,A,N
Staten Island,10312,N,A,N
Staten Island,10305,Y,A,N
Queens,11372,Y,A,N
Brooklyn,11216,Y,B,Y
Queens,11361,Y,A,N
Brooklyn,11211,Y,B,Y
Queens,11421,Y,A,N
Manhattan,10011,N,A,N
Queens,11377,N,A,N
Brooklyn,11221,N,A,N
Brooklyn,11215,Y,A,N
Staten Island,10302,N,B,Y
Brooklyn,11231,Y,A,N
Manhattan,10017,Y,A,N
Manhattan,10028,N,A,N
Manhattan,10013,Y,B,Y
Queens,11417,Y,A,N
Manhattan,10011,Y,A,N
Manhattan,10023,N,A,N
Brooklyn,11218,N,A,N
Manhattan,10003,Y,A,N
Manhattan,10028,Y,A,N
Brooklyn,11232,Y,B,Y
Queens,11377,Y,A,N
Bronx,10466,Y,B,Y
Queens,11370,N,A,N
Bronx,10459,Y,A,N
Queens,11430,Y,A,N
Brooklyn,11220,Y,A,N
Brooklyn,11201,Y,A,N
Queens,11369,Y,A,N
Bronx,10451,Y,B,Y
Brooklyn,11223,Y,A,N
Brooklyn,11206,Y,A,N
Brooklyn,11222,N,C,Y
Manhattan,10038,Y,A,N
Manhattan,10013,Y,A,N
Bronx,10465,Y,A,N
Queens,11368,N,A,N
Manhattan,10014,N,A,N
Brooklyn,11211,Y,A,N
Brooklyn,11218,Y,A,N
Bronx,10461,N,A,N
Bronx,10453,Y,A,N
Brooklyn,11220,Y,A,N
Brooklyn,11226,N,A,N
Queens,11433,N,A,N
Brooklyn,11222,Y,C,Y
Manhattan,10028,Y,B,Y
Bronx,10451,Y,A,N
Queens,11417,N,A,N
Brooklyn,11220,Y,A,N
Staten Island,10314,Y,B,Y
Bronx,10458,N,A,N
Brooklyn,11216,Y,A,N
Queens,11004,N,A,N
Manhattan,10014,N,B,Y
Manhattan,10036,N,A,N
Staten Island,10309,N,B,Y
Manhattan,10025,Y,A,N
Brooklyn,11206,N,A,N
Manhattan,10010,N,A,N
Queens,11375,N,A,N
Brooklyn,11225,Y,B,Y
Queens,11385,Y,A,N
Brooklyn,11201,N,A,N
Manhattan,10022,Y,A,N
Queens,11105,N,A,N
Manhattan,10009,Y,B,Y
Queens,11103,Y,B,Y
Manhattan,10028,Y,A,N
Queens,11378,N,A,N
Brooklyn,11205,Y,A,N
Queens,11354,N,A,N
Brooklyn,11237,Y,C,Y
Manhattan,10014,Y,B,Y
Manhattan,10016,N,A,N
Staten Island,10303,Y,B,Y
Queens,11416,Y,A,N
Queens,11385,N,A,N
Manhattan,10018,N,A,N
Brooklyn,11217,N,A,N
Brooklyn,11216,Y,B,Y
Manhattan,10011,Y,A,N
Queens,11102,Y,A,N
Brooklyn,11216,N,A,N
Manhattan,10010,N,A,N
Queens,11377,N,A,N
Bronx,10454,N,A,N
Manhattan,10012,Y,A,N
Bronx,10463,N,A,N
Queens,11355,Y,A,N
Brooklyn,11217,N,A,N
Queens,11428,N,A,N
Manhattan,10037,N,A,N
Queens,11417,Y,A,N
Queens,11378,N,A,N
Manhattan,10075,Y,B,Y
Manhattan,10004,Y,A,N
Brooklyn,11215,Y,A,N
Manhattan,10003,N,A,N
Queens,11421,N,A,N
Queens,11357,Y,B,Y
Manhattan,10035,N,B,Y
Brooklyn,11221,Y,A,N
Brooklyn,11233,N,A,N
Manhattan,10001,Y,A,N
Bronx,10459,N,B,Y
Manhattan,10065,Y,A,N
Brooklyn,11235,N,A,N
Manhattan,10075,N,A,N
Queens,11104,Y,A,N
Queens,11105,N,A,N
Manhattan,10013,Y,B,Y
Staten Island,10314,Y,A,N
Manhattan,10019,N,A,N
Brooklyn,11209,N,A,N
Brooklyn,11208,N,A,N
Staten Island,10305,Y,A,N
Manhattan,,N,A,N
Manhattan,10003,N,A,N
Manhattan,10018,N,A,N
Manhattan,10013,Y,A,N
Brooklyn,11249,N,A,N
Manhattan,10018,N,A,N
Queens,11354,N,B,Y
Queens,11411,N,A,N
Brooklyn,11217,Y,A,N
Bronx,10458,N,A,N
Brooklyn,11210,N,A,N
Brooklyn,11220,N,B,Y
Manhattan,10017,Y,A,N
Brooklyn,11231,Y,A,N
Manhattan,10018,N,A,N
Manhattan,10039,Y,A,N
Manhattan,10016,Y,A,N
Queens,11422,N,A,N
Staten Island,10306,N,B,Y
Brooklyn,11201,N,A,N
Manhattan,10017,Y,A,N
Brooklyn,11218,N,A,N
Bronx,10462,N,A,N
Queens,11426,Y,A,N
Queens,11358,Y,A,N
Manhattan,10012,Y,A,N
Manhattan,10021,N,A,N
Brooklyn,11218,Y,B,Y
Brooklyn,11222,Y,A,N
Brooklyn,11238,Y,A,N
Queens,11373,N,A,N
Staten Island,10307,N,A,N
Queens,11368,N,A,N
Brooklyn,11226,N,A,N
Brooklyn,11203,N,A,N
Brooklyn,11203,Y,A,N
Brooklyn,11238,N,A,N
Brooklyn,11229,N,A,N
Manhattan,10002,N,A,N
Brooklyn,11231,N,A,N
Brooklyn,11205,N,A,N
Manhattan,10003,N,A,N
Bronx,10453,Y,A,N
Manhattan,10024,N,A,N
Brooklyn,11225,N,A,N
Manhattan,10022,N,A,N
Bronx,10475,Y,A,N
Queens,11430,N,A,N
Brooklyn,11209,N,A,N
Brooklyn,11225,Y,A,N
Bronx,10458,Y,C,Y
Manhattan,10006,Y,A,N
Manhattan,10036,N,A,N
Queens,11357,N,A,N
Queens,11373,N,A,N
Brooklyn,11237,Y,C,Y
Queens,11367,N,A,N
Manhattan,10019,N,A,N
Manhattan,10011,Y,A,N
Manhattan,10013,N,B,Y
Brooklyn,11206,Y,B,Y
Manhattan,10019,N,A,N
Brooklyn,11203,N,A,N
Brooklyn,11249,N,A,N
Manhattan,10017,Y,A,N
Queens,11374,N,A,N
Brooklyn,11207,N,A,N
Queens,11101,N,A,N
Queens,11373,Y,A,N
Manhattan,10029,Y,B,Y
Manhattan,10040,N,A,N
Staten Island,10304,N,A,N
Bronx,10462,Y,A,N
Queens,11372,N,A,N
Manhattan,10038,N,A,N
Queens,11105,Y,A,N
Manhattan,10023,N,A,N
Brooklyn,11211,N,A,N
Brooklyn,11209,N,A,N
Queens,11105,N,C,Y
Manhattan,10011,Y,A,N
Manhattan,10016,Y,A,N
Manhattan,10165,Y,B,Y
Manhattan,10001,N,A,N
Queens,11361,Y,A,N
Bronx,10460,Y,A,N
Queens,11418,Y,A,N
Manhattan,10003,N,A,N
Manhattan,10033,N,A,N
Brooklyn,11215,N,A,N
Brooklyn,11218,N,A,N
Queens,11378,N,C,Y
Brooklyn,11226,N,A,N
Manhattan,10001,N,A,N
Manhattan,10280,Y,A,N
Manhattan,10031,N,A,N
Manhattan,10001,N,B,Y
Brooklyn,11220,N,B,Y
Bronx,10465,N,A,N
Brooklyn,11217,Y,A,N
Brooklyn,11220,,A,N
Manhattan,10065,Y,A,N
Manhattan,10038,N,A,N
Brooklyn,11234,Y,A,N
Manhattan,10013,N,A,N
Manhattan,10018,Y,A,N
Queens,11369,N,A,N
Manhattan,10002,N,A,N
Queens,11435,N,A,N
Brooklyn,11233,N,A,N
Manhattan,10017,N,A,N
Manhattan,10011,N,A,N
Manhattan,10035,Y,A,N
Queens,11432,N,A,N
Manhattan,10121,N,A,N
Manhattan,10011,Y,A,N
Manhattan,10103,Y,A,N
Queens,11102,N,A,N
Manhattan,10009,Y,A,N
Manhattan,10011,Y,A,N
Manhattan,10019,Y,A,N
Brooklyn,11235,N,A,N
Manhattan,10003,Y,A,N
Queens,11355,Y,A,N
Brooklyn,11220,Y,C,Y
Manhattan,10022,N,A,N
Bronx,10468,N,A,N
Brooklyn,11218,Y,B,Y
Manhattan,10003,Y,A,N
Manhattan,10020,Y,A,N
Manhattan,10014,N,A,N
Manhattan,10022,Y,A,N
Brooklyn,11218,Y,B,Y
Brooklyn,11231,Y,A,N
Queens,11413,Y,C,Y
Manhattan,,Y,B,Y
Bronx,10455,Y,B,Y
Queens,11430,Y,A,N
Manhattan,10023,Y,A,N
Manhattan,10018,N,A,N
Brooklyn,11204,Y,A,N
Manhattan,10016,N,A,N
Brooklyn,11231,Y,A,N
Brooklyn,11220,Y,B,Y
Brooklyn,11205,Y,A,N
Bronx,10466,Y,A,N
Manhattan,10005,N,A,N
Brooklyn,11201,Y,B,Y
Manhattan,10003,N,A,N
Bronx,10461,N,A,N
Brooklyn,11205,Y,A,N
Manhattan,10019,N,A,N
Queens,11373,N,A,N
Queens,11385,Y,C,Y
Brooklyn,11225,N,A,N
Queens,11375,Y,B,Y
Manhattan,10007,Y,A,N
Manhattan,10025,N,B,Y
Brooklyn,11214,N,B,Y
Manhattan,10019,Y,A,N
Queens,11355,Y,B,Y
Queens,11435,N,B,Y
Manhattan,10014,N,A,N
Brooklyn,11208,N,B,Y
Manhattan,10024,N,C,Y
Queens,11372,N,A,N
Brooklyn,11201,N,A,N
Brooklyn,11215,Y,A,N
Brooklyn,11218,Y,B,Y
Manhattan,10016,Y,A,N
Queens,11368,N,A,N
Queens,11354,N,A,N
Manhattan,10003,Y,A,N
Manhattan,10019,N,A,N
Manhattan,10065,Y,C,Y
Brooklyn,11220,,A,N
Queens,11357,Y,A,N
Manhattan,10018,Y,B,Y
Staten Island,10314,Y,A,N
Manhattan,10004,Y,A,N
Manhattan,10038,Y,A,N
Queens,11105,Y,A,N
Queens,11105,Y,B,Y
Manhattan,10022,N,A,N
Brooklyn,11213,N,A,N
Bronx,10475,Y,C,Y
Manhattan,10026,Y,A,N
Manhattan,10121,N,A,N
Queens,11377,Y,A,N
Brooklyn,11207,N,A,N
Manhattan,10040,Y,A,N
Brooklyn,11206,N,A,N
Queens,11106,Y,A,N
Bronx,10472,N,A,N
Manhattan,10016,N,A,N
Manhattan,10025,Y,A,N
Manhattan,10022,Y,B,Y
Queens,11423,Y,A,N
Queens,11432,Y,A,N
Manhattan,10031,Y,B,Y
Brooklyn,11206,N,A,N
Bronx,10472,Y,A,N
Queens,11385,Y,A,N
Manhattan,10011,N,A,N
Manhattan,10029,Y,C,Y
Manhattan,10036,Y,A,N
Queens,11354,N,A,N
Manhattan,10001,Y,A,N
Brooklyn,11228,N,A,N
Staten Island,10312,N,A,N
Manhattan,10009,Y,A,N
Queens,11372,Y,A,N
Queens,11104,N,A,N
Manhattan,10013,N,A,N
Queens,11102,Y,A,N
Queens,11372,Y,B,Y
Queens,11103,N,A,N
Brooklyn,11201,Y,C,Y
Brooklyn,11218,Y,A,N
Manhattan,10014,Y,A,N
Manhattan,10038,N,C,Y
Brooklyn,11237,Y,A,N
Manhattan,,Y,A,N
Brooklyn,11237,N,A,N
Manhattan,10075,N,A,N
Brooklyn,11223,Y,B,Y
Queens,11373,N,A,N
Manhattan,10065,N,A,N
Manhattan,10013,N,A,N
Manhattan,10003,Y,A,N
Manhattan,10022,Y,B,Y
Brooklyn,11222,Y,A,N
Manhattan,10001,Y,A,N
Brooklyn,11230,Y,A,N
Queens,11435,N,A,N
Brooklyn,11238,Y,A,N
Queens,11420,N,A,N
Brooklyn,11226,Y,A,N
Bronx,10470,N,C,Y
Manhattan,10002,N,A,N
Manhattan,10021,N,A,N
Brooklyn,11235,Y,A,N
Manhattan,10024,N,A,N
Manhattan,10017,N,A,N
Brooklyn,11209,Y,B,Y
Manhattan,10011,N,A,N
Manhattan,10019,Y,A,N
Manhattan,10013,N,A,N
Brooklyn,11204,Y,A,N
Brooklyn,11220,N,A,N
Manhattan,10002,N,C,Y
Staten Island,10312,N,A,N
Queens,11374,N,A,N
Bronx,10460,Y,A,N
Manhattan,10016,Y,A,N
Brooklyn,11209,Y,A,N
Brooklyn,11211,N,A,N
Brooklyn,11234,N,B,Y
Queens,11364,Y,A,N
Brooklyn,11234,Y,B,Y
Bronx,10471,N,A,N
Queens,11358,N,A,N
Queens,11418,N,C,Y
Manhattan,10002,N,A,N
Queens,11419,Y,B,Y
Manhattan,10016,Y,A,N
Brooklyn,11204,Y,C,Y
Manhattan,10010,Y,A,N
Staten Island,10305,Y,A,N
Manhattan,10016,Y,C,Y
Manhattan,10026,N,A,N
Manhattan,10026,N,A,N
Manhattan,10026,Y,B,Y
Queens,11385,N,A,N
Manhattan,10022,Y,A,N
Queens,11106,N,B,Y
Queens,11368,N,A,N
Manhattan,10036,N,A,N
Queens,11103,N,A,N
Manhattan,10023,N,A,N
Manhattan,10003,N,A,N
Brooklyn,11209,N,A,N
Brooklyn,11221,Y,A,N
Queens,11105,N,A,N
Queens,11426,N,A,N
Queens,11368,Y,A,N
Queens,11427,Y,A,N
Manhattan,10001,Y,B,Y
Manhattan,10001,Y,A,N
Queens,11354,Y,B,Y
Manhattan,10016,Y,B,Y
Brooklyn,11222,Y,A,N
Manhattan,10025,N,A,N
Queens,11434,Y,A,N
Queens,11375,N,A,N
Manhattan,10036,Y,A,N
Manhattan,10128,N,A,N
Manhattan,,Y,A,N
Queens,11372,Y,C,Y
Manhattan,10003,Y,A,N
Manhattan,10001,N,A,N
Staten Island,10310,Y,B,Y
Manhattan,10001,N,A,N
Manhattan,10002,N,A,N
Brooklyn,11203,Y,B,Y
Queens,11363,N,A,N
Brooklyn,11220,N,A,N
Manhattan,10012,Y,A,N
Queens,11365,Y,A,N
Staten Island,10305,N,A,N
Brooklyn,11231,Y,B,Y
Brooklyn,11226,Y,A,N
Manhattan,10029,N,A,N
Brooklyn,11219,Y,A,N
Manhattan,10011,Y,A,N
Manhattan,10001,N,A,N
Manhattan,10003,N,B,Y
Brooklyn,11223,N,A,N
Brooklyn,11236,Y,B,Y
Brooklyn,11226,N,B,Y
Queens,11356,N,A,N
Bronx,,Y,B,Y
Manhattan,10027,Y,C,Y
Manhattan,10022,Y,A,N
Manhattan,10013,Y,B,Y
Manhattan,10065,Y,B,Y
Manhattan,10013,N,A,N
Brooklyn,11231,N,A,N
Staten Island,10301,N,A,N
Bronx,,N,A,N
Brooklyn,11209,N,A,N
Manhattan,10017,Y,A,N
Queens,11354,N,A,N
Manhattan,10003,N,A,N
Brooklyn,11220,Y,A,N
Manhattan,10005,Y,A,N
Queens,11354,Y,A,N
Manhattan,10280,Y,A,N
Manhattan,10013,Y,A,N
Brooklyn,11235,,A,N
Bronx,10462,Y,A,N
Manhattan,10017,N,A,N
Brooklyn,11231,N,A,N
Manhattan,10033,N,A,N
Manhattan,10022,N,A,N
Staten Island,10302,N,A,N
Staten Island,10305,N,A,N
Queens,11385,Y,B,Y
Manhattan,10016,Y,A,N
Manhattan,10128,Y,A,N
Queens,11417,Y,A,N
Bronx,10453,Y,A,N
Manhattan,10003,Y,A,N
Queens,11368,N,A,N
Queens,11432,N,A,N
Staten Island,10312,Y,A,N
Brooklyn,11230,Y,A,N
Brooklyn,11203,Y,C,Y
Manhattan,10022,Y,A,N
Manhattan,10013,Y,A,N
Brooklyn,11237,N,A,N
Brooklyn,11220,N,A,N
Manhattan,10017,N,A,N
Manhattan,10012,N,A,N
Queens,11355,Y,A,N
Queens,11368,Y,A,N
Queens,11385,Y,B,Y
Manhattan,10038,N,A,N
Queens,11102,Y,A,N
Brooklyn,11201,Y,B,Y
Manhattan,10031,N,A,N
Manhattan,10010,Y,A,N
Bronx,10469,N,A,N
Manhattan,10019,N,A,N
Brooklyn,11211,Y,A,N
Manhattan,10001,Y,A,N
Manhattan,10003,N,A,N
Queens,11356,Y,A,N
Brooklyn,11226,N,B,Y
Manhattan,10011,Y,A,N
Brooklyn,11216,N,A,N
Brooklyn,11232,Y,A,N
Manhattan,10003,Y,A,N
Brooklyn,11214,Y,A,N
Queens,11354,N,B,Y
Manhattan,10158,N,A,N
Manhattan,10028,Y,B,Y
Manhattan,10022,N,A,N
Manhattan,10005,N,A,N
Brooklyn,11229,N,A,N
Manhattan,10019,N,A,N
Manhattan,10017,N,A,N
Manhattan,10019,Y,A,N
Manhattan,10065,Y,B,Y
Brooklyn,11238,Y,B,Y
Manhattan,10036,N,A,N
Manhattan,10027,Y,A,N
Manhattan,10018,N,A,N
Bronx,10458,Y,A,N
Manhattan,10012,Y,A,N
Queens,11368,N,A,N
Manhattan,10003,Y,A,N
Manhattan,10282,Y,B,Y
Bronx,10455,Y,B,Y
Manhattan,10036,Y,A,N
Queens,11375,Y,A,N
Brooklyn,11201,N,B,Y
Manhattan,10024,Y,A,N
Manhattan,10033,Y,A,N
Bronx,10457,Y,C,Y
Bronx,,Y,B,Y
Brooklyn,11208,Y,B,Y
Manhattan,10001,N,A,N
Manhattan,10011,Y,A,N
Manhattan,10021,Y,C,Y
Brooklyn,11209,N,A,N
Manhattan,10013,N,A,N
Brooklyn,11201,N,A,N
Brooklyn,11221,N,A,N
Brooklyn,11230,N,A,N
Brooklyn,11204,Y,A,N
Bronx,10466,Y,A,N
Manhattan,10035,Y,B,Y
Queens,11368,Y,A,N
Manhattan,10030,Y,A,N
Bronx,10456,N,A,N
Manhattan,10007,N,A,N
Queens,11358,N,A,N
Queens,11422,N,B,Y
Queens,11377,Y,C,Y
Manhattan,10019,N,A,N
Queens,11375,N,A,N
Queens,11435,Y,B,Y
Manhattan,10014,N,A,N
Manhattan,10128,Y,A,N
Manhattan,10013,Y,B,Y
Brooklyn,11220,N,A,N
Queens,11101,Y,A,N
Queens,11418,N,A,N
Manhattan,10013,N,C,Y
Bronx,10453,Y,B,Y
Bronx,10471,N,B,Y
Manhattan,10001,Y,A,N
Queens,11105,Y,A,N
Manhattan,10010,N,A,N
Brooklyn,11238,N,A,N
Brooklyn,11214,Y,A,N
Bronx,10458,Y,B,Y
Queens,11102,N,A,N
Manhattan,10024,Y,A,N
Queens,11101,N,A,N
Manhattan,10065,N,A,N
Queens,11368,Y,A,N
Queens,11366,N,A,N
Brooklyn,11218,Y,A,N
Queens,11434,N,A,N
Manhattan,10025,Y,A,N
Manhattan,10022,Y,A,N
Manhattan,10034,Y,A,N
Manhattan,10031,N,B,Y
Queens,11432,N,B,Y
Queens,11385,N,A,N
Manhattan,10018,N,A,N
Brooklyn,11221,N,C,Y
Bronx,10465,N,A,N
Staten Island,10312,N,A,N
Manhattan,10021,Y,A,N
Brooklyn,11217,N,A,N
Manhattan,10010,N,A,N
Queens,,N,A,N
Bronx,10451,N,A,N
Manhattan,10010,Y,C,Y
Bronx,10461,N,B,Y
Queens,11354,Y,A,N
Brooklyn,11218,N,A,N
Queens,11368,Y,B,Y
Queens,11364,N,A,N
Manhattan,10037,N,A,N
Brooklyn,11205,N,A,N
Brooklyn,11236,Y,A,N
Brooklyn,11237,Y,A,N
Manhattan,10013,N,A,N
Manhattan,10121,N,A,N
Brooklyn,11215,N,A,N
Staten Island,10309,N,A,N
Brooklyn,11223,N,A,N
Queens,11354,N,A,N
Brooklyn,11212,N,A,N
Staten Island,10310,N,A,N
Manhattan,10036,Y,A,N
Brooklyn,11203,Y,B,Y
Brooklyn,11217,N,A,N
Brooklyn,,Y,A,N
Brooklyn,11222,N,A,N
Queens,11377,N,A,N
Staten Island,10305,Y,A,N
Brooklyn,11223,N,A,N
Manhattan,10036,N,A,N
Bronx,10465,N,A,N
Manhattan,10016,Y,B,Y
Manhattan,10014,Y,A,N
Bronx,10453,N,A,N
Manhattan,10002,Y,B,Y
Brooklyn,11223,Y,A,N
Brooklyn,11223,Y,A,N
Manhattan,10011,Y,A,N
Manhattan,10033,N,A,N
Brooklyn,11209,Y,B,Y
Brooklyn,11211,Y,A,N
Manhattan,10036,N,A,N
Manhattan,10019,N,A,N
Queens,11375,Y,B,Y
Bronx,10458,N,A,N
Staten Island,10306,Y,C,Y
Brooklyn,11249,Y,B,Y
Brooklyn,11217,N,A,N
Brooklyn,11203,Y,B,Y
Bronx,,N,B,Y
Brooklyn,11211,Y,A,N
Manhattan,10013,Y,A,N
Manhattan,10018,Y,A,N
Staten Island,10308,N,A,N
Bronx,10472,Y,A,N
Brooklyn,11225,Y,A,N
Brooklyn,11225,Y,B,Y
Brooklyn,11228,Y,A,N
Manhattan,10036,N,A,N
Bronx,10461,N,A,N
Manhattan,10013,Y,A,N
Brooklyn,11212,Y,A,N
Brooklyn,11249,Y,A,N
Queens,11354,Y,A,N
Queens,11373,Y,A,N
Queens,11373,Y,A,N
Brooklyn,11211,Y,A,N
Queens,11434,N,A,N
Queens,11366,N,A,N
Queens,11101,N,A,N
Brooklyn,11232,Y,A,N
Manhattan,10002,Y,A,N
Queens,11372,N,A,N
Brooklyn,11201,N,A,N
Manhattan,10033,N,A,N
Brooklyn,11207,N,A,N
Brooklyn,11216,Y,A,N
Manhattan,10016,Y,B,Y
Manhattan,10029,Y,B,Y
Manhattan,10035,Y,A,N
Queens,11101,N,A,N
Brooklyn,11249,Y,A,N
Queens,11103,N,A,N
Manhattan,10280,Y,A,N
Brooklyn,11222,Y,A,N
Bronx,10463,N,B,Y
Manhattan,10013,N,A,N
Bronx,10462,Y,A,N
Bronx,10457,Y,A,N
Manhattan,10019,Y,A,N
Manhattan,10018,Y,A,N
Manhattan,10017,N,A,N
Queens,11385,N,A,N
Queens,11412,N,A,N
Brooklyn,11231,N,A,N
Bronx,10454,N,A,N
Manhattan,10001,N,A,N
Manhattan,10018,Y,C,Y
Brooklyn,11216,Y,A,N
Staten Island,10305,Y,A,N
Brooklyn,11204,Y,B,Y
Queens,11367,N,A,N
Manhattan,10119,Y,A,N
Manhattan,10016,N,A,N
